,title,url,Content
10,Iker Casillas: Spain's World Cup winner to run for Spanish Football Federation presidency,https://www.bbc.co.uk/sport/football/51535347,casillas yet officially retired said informed current side fc porto decision expressed deepest gratitude club 38 year old played porto since april 2019 heart attack training may recovery given role club coaching staff set stand current rfef president luis rubiales election held later year announcement twitter casillas said yes stand presidency spanish fa elections called together put federation level best football world casillas joined porto 2015 real madrid made 725 appearances helped win three champions leagues five la liga titles led spain victory 2010 world cup two successive european championships 2008 2012
11,Real Madrid v Manchester City: Could Uefa ban help City beat Spanish giants?,https://www.bbc.co.uk/sport/av/football/51628389,video content
12,Coronavirus: Gremio players wear masks in on-field protest before Sao Luiz game,https://www.bbc.co.uk/sport/football/51901138,players led boss renato portaluppi walked tunnel lined game sao luiz wearing masks protest players makes implicit support championship halted life must take precedence said paulo luz gremio director football spectators allowed gremio arena gaucho state championship match gremio 3 2 masks worn game game portaluppi said whole world stopped brazilian football stop well message hope listen hope good sense prevail protest comes players clubs across south america starting complain decisions footballing authorities order games played behind closed doors flamengo coach jorge jesus appealed football halted saying players needed protected super human later sunday brazilian football confederation suspended national competitions said local federations decide whether halt state championships argentina river plate refused play superliga cup tie atletico tucuman saturday buenos aires club closed stadium leaving match officials delegation atletico outside ground earlier sunday former england captain wayne rooney accused british government football authorities treating footballers like guinea pigs
13,Bizarre finale see Bayern & Hoffenheim teams pass ball between themselves for final 13 minutes,https://www.bbc.co.uk/sport/football/51690403,hoffenheim bayern munich played one bizarre conclusions history football passed ball 13 minutes long delay offensive banner crowd bayern 6 0 travelling fans unfurled offensive banner hoffenheim president dietmar hopp coach hansi flick players pleaded angrily cases fans put away sporting director hasan salihamidzic board member oliver kahn former players also attempted talk ultras referee christian dingert eventually took players tunnel game suspended 20 minutes match eventually restarted 77 minutes fans told would abandoned banner appeared bayern hoffenheim players kicked ball goalkeepers goals get game conclusion final whistle 79 year old hopp bayern chief executive karl heinz rummenigge players stood pitch applauded hoffenheim fans show solidarity billionaire hopp divisive character german football bankrolled hoffenheim fifth tier bundesliga 2000 2008 2015 hopp allowed take majority voting share one three exceptions 50 1 rule means members must half shares club two bundesliga teams owned fans bayer leverkusen wolfsburg founded works clubs bayern fans first protest hopp fact last weekend similar banner borussia monchengladbach fans saw bundesliga game delayed earlier month borussia dortmund fans banned away games hoffenheim next two seasons journalist archie rhind tutt rhein neckar arena told bbc radio 5 live lot opposition fans traditional clubs last week saw borussia monchengladbach fans unveil banner face crosshair dortmund fans bayern ultras acted solidarity two fans held banner dortmund fans chanting today game freiburg briefly stopped flick furious ran away end twice told stop wonder context happening society draw line microcosm debate brewing bubbling away german football ages tradition rolled new wave money feels like watershed moment german football way whole debate kick shows disparity groups fans like ultras stand fan ownership model large majority want watch game feeling ground right thing done sure reflected across germany debate go bayern munich head coach hansi flick managed hoffenheim 2000 2005 nothing football continue like time act need stand together condone grew known dietmar hopp 20 years sorry done much society every single one troublemakers probably someone family profited dietmar hopp done comes cancer research example need stand together fight troublemakers idiots dark day fc bayern clubs made big statement today german football league chief executive christian seifert continuous animosity towards dietmar hopp unacceptable time must condemned strongest possible terms excuses everyone involved players officials hoffenheim bayern board members majority people stadium reacted situation exemplary manner sent clear statement sort thing longer tolerated type hatred place football aspiration german football whole bayern chief executive karl heinz rummenigge deeply embarrassed particularly dietmar hopp football reared ugly head moment come whole german football stand together long turned blind eye going stands happened today need rethink things need fight everything filmed everything come heavily fans bring justice people place football stadiums hoffenheim manager alfred schreuder everyone incredibly disappointed happened dietmar hopp done much region us sad feel sorry behaviour two teams good embarrassing something like happens talking thousands fans couple dietmar hopp done career special nobody deserves hoffenheim captain benjamin hubner think referee reacted correctly stopped game initially taking us changing room hope made statement today football connects people think historic game build game looked noteworthy different reason late drama result stands hoffenheim biggest home defeat bundesliga league leaders bayern followed impressive 3 0 champions league win chelsea rapid start without star striker robert lewandowski injured four weeks serge gnabry volleyed home thomas muller cross joshua kimmich doubled lead teenager striker joshua zirkzee slotted home six yards fourth goal four bundesliga games philippe coutinho scored twice leon goretzka added sixth goals footnote game even result allowed stand match ends tsg 1899 hoffenheim 0 fc bayern münchen 6 second half ends tsg 1899 hoffenheim 0 fc bayern münchen 6 attempt missed joshua zirkzee fc bayern münchen right footed shot centre box high wide right assisted serge gnabry corner fc bayern münchen conceded oliver baumann attempt saved leon goretzka fc bayern münchen right footed shot centre box saved top left corner assisted serge gnabry attempt missed serge gnabry fc bayern münchen left footed shot right side box misses left assisted benjamin pavard substitution tsg 1899 hoffenheim kevin akpoguma replaces diadie samassékou leon goretzka fc bayern münchen hits bar right footed shot centre box assisted lucas hernández foul leon goretzka fc bayern münchen sebastian rudy tsg 1899 hoffenheim wins free kick defensive half substitution fc bayern münchen lucas hernández replaces alphonso davies goal tsg 1899 hoffenheim 0 fc bayern münchen 6 leon goretzka fc bayern münchen right footed shot centre box bottom left corner assisted corentin tolisso ball attempt blocked leon goretzka fc bayern münchen right footed shot outside box blocked assisted corentin tolisso joshua kimmich fc bayern münchen wins free kick defensive half foul christoph baumgartner tsg 1899 hoffenheim foul benjamin pavard fc bayern münchen lucas ribeiro tsg 1899 hoffenheim wins free kick defensive half offside fc bayern münchen corentin tolisso tries ball serge gnabry caught offside substitution fc bayern münchen leon goretzka replaces thomas müller attempt missed corentin tolisso fc bayern münchen right footed shot centre box close misses left assisted david alaba cross following corner corner fc bayern münchen conceded sebastian rudy attempt missed philippe coutinho fc bayern münchen header left side six yard box close misses left assisted serge gnabry cross foul serge gnabry fc bayern münchen christoph baumgartner tsg 1899 hoffenheim wins free kick defensive half foul alphonso davies fc bayern münchen diadie samassékou tsg 1899 hoffenheim wins free kick defensive half corner fc bayern münchen conceded robert skov goal tsg 1899 hoffenheim 0 fc bayern münchen 5 philippe coutinho fc bayern münchen right footed shot centre box top right corner assisted thomas müller cross second half begins tsg 1899 hoffenheim 0 fc bayern münchen 4 substitution fc bayern münchen corentin tolisso replaces jérôme boateng substitution tsg 1899 hoffenheim andrej kramaric replaces steven zuber first half ends tsg 1899 hoffenheim 0 fc bayern münchen 4 attempt missed philippe coutinho fc bayern münchen right footed shot outside box misses right assisted joshua zirkzee attempt missed benjamin pavard fc bayern münchen right footed shot outside box misses left assisted joshua kimmich foul thomas müller fc bayern münchen florian grillitsch tsg 1899 hoffenheim wins free kick defensive half offside fc bayern münchen thomas müller tries ball david alaba caught offside corner fc bayern münchen conceded oliver baumann attempt saved alphonso davies fc bayern münchen left footed shot left side box saved bottom left corner assisted philippe coutinho goal tsg 1899 hoffenheim 0 fc bayern münchen 4 philippe coutinho fc bayern münchen right footed shot centre box top right corner
14,UK sport effectively cancelled as PM advises against mass gatherings,https://www.bbc.co.uk/sport/51918401,prime minister boris johnson advised mass gatherings uk amid coronavirus outbreak effectively cancelling remaining sporting events johnson said tuesday mass gatherings requiring emergency workers something moving emphatically away added social venues including pubs avoided reiterated transmission risks mass gatherings remain low remains true said last weeks sort transmissions disease mass gatherings sporting events relatively low obviously logically advise unnecessary social contact kinds right extend advice mass gatherings well said johnson also got ensure critical workers need might otherwise deployed gatherings deal emergencies tomorrow longer supporting mass gatherings emergency workers way normally monday football association statement grassroots football said following government announcement today people avoid social contact gatherings possible advising grassroots football england postponed throughout period taken government advice priority health wellbeing continue work closely grassroots game time last friday coronavirus pandemic wiped world major sporting events unprecedented 24 hours european football governing body uefa hosting video conference major stakeholders tuesday euro 2020 set postponed allow league seasons completed tokyo 2020 olympics held 24 july 9 august remain organisers meet via teleconference tuesday discuss latest coronavirus developments impact games
15,Coronavirus wipes out most of world's major sports events on an unprecedented day,https://www.bbc.co.uk/sport/51880582,friday began premier league one last football competitions standing albeit fans awaiting outcome emergency meeting wait 10 20 gmt england men cricket test tour sri lanka cancelled 11 00 gmt premier league efl announced football april fact elite football whole britain next three weeks least bbc sport dan roan reporting premier league efl start 3 4 april privately deemed almost impossible six nations fixture still scheduled weekend wales v scotland definitely 09 30 gmt called 14 00 followed masters also postponed 14 00 announced 17 05 april london marathon moved october still live sport happening crowd 68 859 watched al boum photo win second successive cheltenham gold cup struggled keep friday continuous stream cancellations still going ahead weekend day widespread sporting postponements worldwide round still live sport weekend remains time publication bbc news reports uk government could ban mass gatherings early next week shift policy ease pressure emergency services stands grand national still going ahead 4 april attention turn summer european football governing body uefa called emergency meeting tuesday possibility postponing euro 2020 one year option discussed premier league clubs hold second emergency meeting thursday discuss outcome uefa decision euro 2020 might impact rest domestic season world biggest sporting event tokyo 2020 olympic games japan olympics minister conceded games could postponed later year coronavirus outbreak makes scheduled start 24 july unfeasible
16,How RB Leipzig rose from obscurity to Champions League,https://www.bbc.co.uk/sport/football/51475532,mateschitz talking specifically energy drink fortune built philosophy embodies multiplatform multinational multi billion dollar company provides skills abilities power achieve whatever want added austrian created environment encourages innovative minds ideas rb leipzig 32 year old head coach julian nagelsmann case point decade ago making debut fifth tier german football wednesday played champions league knockout stages first time taken red bull throwing money project east german club establish among country elite nagelsmann side 1 0 win tottenham hotspur north london thin household names contain player acquired 20m red bull turn club playing regional football genuine bundesliga title contenders sit second one point behind champions bayern munich one world well renowned companies leipzig really hated club germany germany open idea red bull chief mateschitz bankrolling club first touted 2006 initial plans invest different leipzig side fc sachsen leipzig rebuffed german football association dfb fan protests followed red bull explored potential takeovers st pauli 1860 munich fortuna dusseldorf reverting initial plan acquiring leipzig based team historical landscape football leipzig complicated number clubs formed disbanded since founding dfb city 1900 nazi regime communist rule subsequent reunification germany also led varying league formats fc lokomotive leipzig enjoyed success reunification losing ajax 1987 european cup winners cup final rebrand vfb leipzig relegation bundesliga 1994 spelled end city representation german top flight red bull purchased playing licence fifth tier ssv markranstadt rebranded rb leipzig even kicked ball 2009 10 season outcry germany nothing company experienced many supporters felt alienated red bull acquired austrian top flight side sv austria salzburg 2005 changed name red bull salzburg plus club badge staff kit colour germany years research negotiations decided start bottom work time rb leipzig reached bundesliga 2016 city without top flight team 22 years side former east germany division since energie cottbus relegated 2009 open market presented opportunity good city good eastern part germany guido schafer charted rb rise chief reporter leipziger volkszeitung tells bbc sport whole city loves rb leipzig apart two traditional clubs chemie lok leipzig everyone knows worthwhile club city fanbase also growing nearly every match sold 40 000 love red bull backed club shared across country even inaugural season rb leipzig faced backlash opposition supporters dfb laws state german clubs must operate 50 1 rule meaning members essentially fans majority shares influence decisions ticket prices rivals feel rb leipzig exploited system 17 members voting rights directly linked red bull got around law stating teams must named sponsors officially calling club rasenballsport leipzig translates lawnballsport leipzig rb often referred hated club germany still face regular protests opposition fans ranging boycotting games arrest 28 borussia dortmund fans throwing cans stones rival supporters 2017 dislike goes speaking bbc world service leipzig first promoted dortmund ceo hans joachim watzke called rb club built push revenues red bull earlier month german football magazine 11 freunde refused cover top table fixture bayern munich whose supporters brandished offensive placards schafer confident leipzig boss nagelsmann someone labels genius winning people attractive football intense high tempo pressing game protests especially dortmund augsburg union berlin fans germany europe respect growing every day explains good situation leipzig also football germany standard red bulls certainly ahem flown german league pyramid four promotions saw rb leipzig reach bundesliga within eight years formation might red bull first foray football project potential shake things one game traditional powerhouses acquiring ssv markranstadt oberliga team based miles leipzig gave full red bull makeover adding portfolio also includes red bull salzburg new york red bulls red bull brasil several feeder clubs promotion swiftly followed mateschitz interference haphazard hiring firing rb found difficult escape fourth tier regionalliga nord arrival ralf rangnick everything started ralf rangnick 2012 says schafer rangnick brought head global football former liverpool manager gerard houllier sold joining red bull project four hour meeting mateschitz salzburg earlier year person credited bringing forward sadio mane liverpool red bull salzburg ex schalke hoffenheim boss rangnick appointed sporting director rb leipzig red bull salzburg successive promotions followed rangnick took dugout 2015 complete leipzig climb bundesliga rangnick architect great man schafer continues arrived leipzig everything changed made club younger faster philosophy since day everything pressure philosophy rangnick twice taken reins leipzig managers since appointing nagelsmann wider role red bull project head sport development 61 year old stock game european giants ac milan reportedly keen entice rebuilding serie club implementing strategy proved successful red bull rangnick chose markus krosche spent majority career playing second division paderborn succeed sporting director leipzig moved new position red bull krosche sole focus however continuing build leipzig success happy great support sponsor like clubs certainly well 39 year old tells bbc sport course regularly exchange ideas red bull supported clubs new york brazil time believe create something unique leipzig creating identity rangnick decided style play rb leipzig wished pursue scouted signed players fulfil requirements exclusively 23 younger keen develop looking young talented hungry players explains krosche willing pay enormous amount money called football stars want find develop stars tomorrow naby keita signed red bull salzburg club record signing 27m since sold liverpool 21m profit current stars germany forward timo werner linked heavily move away january bought relegated stuttgart 2016 sweden winger emil forsberg joined malmo second division austria winger marcel sabitzer arrived rapid vienna spending season loan red bull salzburg keita though perhaps best example red bull portfolio clubs provides global scouting network inter club framework players progress similar city football group spearheaded manchester city including clubs across world girona new york city fc melbourne city yokohama marinos arguably success supplying talent top tree james powell chief executive carteret capital says beneficial realising club sporting objectives making return investment powell calls pyramid shop windows showcasing talent increasing higher levels adding market value says red bull bespoke globalised player trading platform enables owners benefit smart efficient player trading movement clubs fluid midfielders hannes wolf amadou haidara swapped salzburg leipzig summer american tyler adams arrived new york last january red bull salzburg head coach jesse marsch worked three promising centre back dayot upamecano another long list players staff represented one red bull clubs playing salzburg feeder side fc liefering progressing first team joining leipzig also example another influence former liverpool boss houllier schafer says houllier contacts home country key attracting number french players leipzig upamecano centre back partner ibrahima konate signed sochaux 2017 right back nordi mukiele joined montpellier midfielder christopher nkunku paris st germain represented france 21 level one recognisable cog red bull scouting machine paul mitchell former southampton tottenham head recruitment joined leipzig 2018 since taken wider role across red bull portfolio already proven make players better help take next step career adds krosche especially today football good scouting system one keys successful red bull ranked 71st forbes valuable brand list last year boasts brand value 7 6bn sells almost seven billion cans energy drink across 171 countries year company gain owning football clubs getting eyeballs brand crucial every club red bull portfolio carries logo shirt kitted red white yellow play red bull arena rb leipzig advert red bull every time kick ball said brand ventures formula 1 esports extreme sports viewers witness red bull cars drivers across 22 stages upcoming f1 season company sponsorship esports teams events red bull dragon ball fighterz world finals captures attention new younger demographic stunts red bull stratos high altitude diving project 2012 saw felix baumgartner jump back earth stratosphere watched live nine million youtube users also sponsors athletes across wide variety sports showcase brand england cricketer bbc sports personality year winner ben stokes liverpool england defender trent alexander arnold among high profile stars roster key consistent aggressive marketing ensuring iconic brand viewed many people possible says carteret group powell brand awareness major factor red bull also benefiting series highly profitable franchises achieved genuine success across sporting ventures certainly vanity project adds powell red bull shown thought leaders goals similar city football group established global pyramidal structure relation player development team group assisting red bull appears succeeded developing marketing nuances set benchmark companies krosche says club target beginning season secure champions league spot leipzig find race bundesliga title sit one point behind leaders bayern munich seven titles row fact last time bayern finish top leipzig fourth tier regionalliga nord krosche entertain idea championship yet believes reaching last 16 champions league shows leipzig right path ambitious young team always hungry adds former midfielder success never comes early wanted reach knockout stages succeeded huge step development definitely say way best many different ways successful believe way think still come
17,Coronavirus: Q&A as Uefa meet to discuss Euro 2020 & Champions League,https://www.bbc.co.uk/sport/football/51912634,bbc sport told nothing table attempts found deal biggest issue facing football modern times uefa president aleksander ceferin called meeting representatives 55 associations european clubs association european leagues world players union fifpro discuss football response coronavirus outbreak uefa competitions euro 2020 season champions league europa league football across continent virtually ground halt countries europe featured top flight league action saturday russia turkey hungary serbia ukraine turkey matches played behind closed doors monday hungarian fa announced league suspended champions league europa league fixtures scheduled week called indication immediate resumption likely throwing complicated football calendar chaos meeting aimed finding way forward almost certain postponed december mentioned cancelling altogether far likely shift back 2021 would open window domestic leagues complete seasons summer restrictions created coronavirus hopefully eased greater lesser degree european leagues television contracts need met potential reimburse tv channels money enormous premier league biggest contracts 3bn year total therefore lose needs finish season without pushing current end date 17 may back happen moving euros essential seasons stand chance completed entirely uefa tv contracts sponsors satisfy moving euros without consequences addition competitions due played spring summer 2021 impacted women european championships nations league european 21 championships uefa wants make sure tournaments played want co operation leagues clubs make happen four last 16 second leg ties postponed week eight europa league second leg ties postponed addition two first leg matches sevilla inter milan called last week one idea floated quarter finals onwards games could played one basis mini tournament istanbul gdansk due host finals respective competitions may likely discussed tuesday although whether final decision reached open question meeting nothing outcome known leagues come plan competitions 20 premier league clubs due meet thursday unfortunately firstly one entirely sure coronavirus crisis secondly decisions taken governments override football body italy france spain netherlands lockdown citizens allowed essential reasons circumstances playing football impossible one knows certain situation change desire leagues finish season desire uefa complete competitions could restart beginning june scenario may well possible happens immediate prospect restrictions lifted june serious decisions might need made scrapping season starting august
18,Roma set to talk to other clubs about missing children campaign,https://www.bbc.co.uk/sport/football/51561988,roma set talks european clubs raising awareness missing children groundbreaking social media campaign italian club showed videos missing children signing players past two transfer windows six children featured found roma hope draw support clubs international missing children day 25 may think catch clubs said roma chris smalling thought great initiative honest given popular much impact surprised happened previously full credit roma ones really start something serie club teamed 12 charities organisations around globe show videos tailored according player signed three children found london two kenya another belgium one kenyan children found featured smalling transfer video signed loan manchester united defender added really powerful moment amazing thing family father knowing child one toughest things deal life want wish anybody roma chief strategy officer paul rogers said initial campaign inspired video soul asylum 1990s hit runaway train support fans europe believes help clubs could find even missing children told bbc sport roma nowhere near clubs could got together looking campaign 25 may international missing children day try unite football world behind campaign transfers expect kick back approach clubs ask join campaign around transfers roma different children around world missing football clubs power social media something bring home uk roma partnered charity missing people say 86 000 children go missing every year chief executive jo youle said roma involvement made massive difference campaign families know people care makes difference also helps find children said football club brings platform millions fans follow closely listen say would love clubs get involved time appeal missing children sentiment echoed peter boxell son missing 32 years featured roma campaign accepts lee may found alive says derives strength helping others find missing children believes clubs could great source help absolutely delighted found six children found said even one child found worthwhile hope clubs follow suit thing
19,Inter Milan president backs calls for empty stadiums in Italy over coronavirus fears,https://www.bbc.co.uk/sport/football/51745125,italian government announced wednesday sport played behind closed doors 3 april inter two serie games postponed since outbreak began also played europa league tie ludogorets behind closed doors san siro 27 february coppa italia semi final second leg napoli thursday latest match called closing doors continuing matches right thing zhang told bbc sport zhang 29 born nanjing city eight million people eastern china seen native country gone trying tackle coronavirus believes banning large scale gatherings many cities done china positive effect containing virus inter due play away juventus sunday game postponed saturday offered chance play 24 hours later monday fans allowed game juve allianz stadium suggestion emphatically rejected zhang moral standpoint president football club manager organisation involved events accept kind proposal let public health put difficult condition said matter kind game matter 24 hours 48 hours knew situation going gone right thing reject proposal morally correct even though difficult say made right choice people realise correct closing doors match difficult many reasons end take decisions inter took hard line approach closed doors game played addition players coaches support staff numbers allowed attend ludogorets game kept absolute minimum media allowed san siro host broadcaster one cameraman club china suning group inter owned also tv rights many major european leagues including premier league effort encourage people stay home live matches made available free important people panic feels like many people right things like washing hands definitely helps said zhang football club responsibility deliver right message safety highest priority closing doors match difficult many reasons end order continue calendar continue normal activities take decisions inter staff ludogorets game say weird experience players shouts could clearly heard one element novelty inter pleased 2 1 win however may prove difficult players play front empty stands longer period inter trip juventus likely arranged march international break could major bearing title inter best season time six points behind long time rivals game hand two points adrift leaders lazio played two games judge season well end said zhang season always difficulties great moments ups downs keeps sports people interested sport fascinating true improved lot compared past coach players put much effort everybody recognises appreciates fans even competitors seen stronger team stronger organisation growing worried closing doors affect performance team worried putting public safety risk kinds events front spectators
20,The Kiwi-born Bayern player holding the hopes of South Asia,https://www.bbc.co.uk/sport/football/51736025,sarpreet singh stepped plane native new zealand december surrounded overwhelming array television cameras media arrived back home one country major sporting stars also role model south asians dreaming breaking barriers mainstream professional football 21 year old midfielder rise come german giants bayern munich plucked relative obscurity playing kiwi side wellington phoenix signed last summer singh spotted playing new zealand fifa 20 world cup initially brought one future attacking midfielder progressing better expected already made first team debut coming new zealand indian background happen often tells bbc sport journey bundesliga club play new zealand national team lot people say underdogs mental comes much work want put say playing wellington would bayern munich anything possible singh immediate family including mother siblings christian extended family sikh hail northern punjab region india singh family strong focus education brother sister achieving good degrees youngest sibling allowed follow footballing dream says mum sensed maybe little bit different gift sometimes indian parents say need today said speaking dedication taking children training games uncle still kids try tell important especially young older get kids start realise young important parent drives make lot sacrifices family media playback supported device singh seems determined take chance bayern given one five youngsters club allowed train first team scored six goals well registering seven assists 19 outings munich club second team season impressed bayern boss hansi flick truly special feeling making first team debut came late substitute philippe coutinho werder bremen december like everything worked hard paid time start said singh bayern accept unique rarity south asian high profile team club academy manager jochen sauer says decision sign entirely sporting one recognised scouting department talented football player added sauer good technique read game used ball possession football progress good better expected decided november ready train every day first team three four weeks training first team already debut positive even hansi flick expect could play first team already christmas singh heritage fact renowned club bayern munich put pedestal young south asian footballers germany sarpreet perhaps may even realise magnitude achievement said baljit rihal founder asian football awards role model provides inspiration confirmation possibilities aspiring south asian footballers globally need like fast give south asian communities sense pride belonging arena currently believe disconnect singh supported chelsea growing brother manchester united fan used get 3am new zealand watch games english top flight rihal says selfishly hopes singh eventually play premier league could watershed moment british asians send clear message years doubted capabilities community since move bayern singh says taken aback support volume messages receives south asian community makes feel proud special hopefully set good platform players follow said kind goal best set good example kids come encourage keep working hard one day singh may appreciate responsibilities new status also sampled fame brings back home new zealand says people recognise come mate going go tennis hit rackets went local sport shop bought said singh returned home december bundesliga winter break guy serving us said know know anyone told look like sarpreet singh said friend like said tell singh continues current trajectory might well recognised lot regularly
21,UK government calls sport coronavirus meeting,https://www.bbc.co.uk/sport/51777154,governing bodies broadcasters meet government officials later monday discuss staging events behind closed doors outbreak worsens mass gatherings banned dowden told bbc radio 5 live stage territory cancelling postponing events added fans barred twickenham england v wales prime minister saturday said huge crowd people reason people going events premature talking things like dowden add advice based current guidance issued medical experts added asked chief medical officer brief sporting bodies last week driven advice chief medical officer continue want emphasise relation sporting events talk cancellation premature indeed moment evidence suggest plans however andy holt owner league one side accrington said concerned current situation consideration given pausing football season think need get top told bbc radio four today programme added would long term financial ramifications club fans contracted disease would considering pausing season know exactly going get grip walking round club weekend 3 000 fans worried inviting altogether place actually putting danger three people died britain virus far 278 people tested positive sunday italy ordered major sporting events throughout country played without fans one month bid curb europe worst coronavirus outbreak upcoming italy v england six nations match rome postponed also announced sunday fans allowed attend month bahrain grand prix outbreak within football premier league growing expectation matches may played behind closed doors within next two weeks depending government advice attendees due discuss logistics feasibility well contracts rights considerations premier league efl said pre match handshakes teams officials take place notice fears spread coronavirus measure came government asked premier league step contingency planning several clubs instructed players sign autographs take selfies fans sunday european football governing body uefa told players officials carry pre match handshakes competitions notice international olympic committee ioc stepped advice sports federations deal coronavirus letter seen bbc organisation sports director kit mcconnell written bodies offer support earlier week executive board meeting lausanne ioc president thomas bach insisted confident summer olympics tokyo would go ahead planned mcconnell tells federations ioc committed success tokyo 2020 says potential solutions explored athletes risk prevented competing qualifying events keeping athletes informed remains critical addressing ongoing challenges covid 19 mcconnell writes host olympic qualifying events range sports cancelled recent weeks athletes countries worst affected outbreak china korea barred participating overseas travel restrictions quarantine rules despite efforts significant risk full participation teams athletes olympic qualification event please bring attention early possible work find appropriate solutions mcconnell tells federations certain circumstances may need review current details qualification system may health regulations entry restrictions could impact athlete participation potential solutions explored circumstances seen permission granted exceptional entry athletes areas highly impacted covid 19 countries hosting sporting events encourage explore possible solutions nf national federation loc local organising committee sign athletes perhaps expect tokyo games go ahead planned international federations told work local health authorities organise ongoing health screenings site including temperature check athletes entourage upon arrival pre competition competition carry covid 19 tests individuals arriving highly affected areas mcconnell explains good practises include providing hand sanitisers masks throughout event reminding athletes entourage maintain high levels personal hygiene including advice hand washing minimising physical contact increased medical personnel site
22,Coronavirus: All sport in Italy to be suspended because of outbreak,https://www.bbc.co.uk/sport/51808683,includes serie italian clubs national teams participating international competitions serie italy top flight already said games would played behind closed doors 3 april conte extended series strict quarantine measures including ban public gatherings italy earlier italy olympic committee coni recommended move suspend sport levels hosting special meeting sporting federations monday italy european country worst hit coronavirus far 9 000 confirmed cases 450 deaths situation precedent history coni statement said announcement coni came sassuolo v brescia kicked serie game carried sassuolo 3 0 also confirmed monday serie side roma europa league tie sevilla thursday played behind closed doors rugby union england men women six nations matches italy scheduled take place 14 march 15 march respectively postponed last week weekend italy sports minister vincenzo spadafora accused serie irresponsible ignoring calls football suspended outbreak said made sense football continue stage 16 million people placed quarantine northern italy bid contain spread virus weekend games took place behind closed doors parma fixture spal sunday kicked 75 minutes late awaited decision whether match would go ahead spadafora comments reports monday french sports ministry decided matches ligue 1 country top flight football competition played behind closed doors front 1 000 spectators measure limit spread virus paris st germain champions league last 16 match borussia dortmund wednesday played without fans coronavirus
23,"No rationale for cancelling sport events in UK, says government",https://www.bbc.co.uk/sport/football/51789141,meeting dcms sport governing bodies monday discussed potential responses outbreak worsens mass gatherings banned basic message let panic said rugby football union chief executive bill sweeney clearly moving situation keep talking go uk remaining containment stage response coronavirus outbreak following meeting emergency cobra committee earlier monday culture secretary oliver dowden said sporting events britain unlikely affected coronavirus immediate future five people died uk contracting virus 300 testing positive last week premier league english football league said pre match handshakes teams officials take place notice fears spread virus measure came government asked premier league step contingency planning several clubs also instructed players sign autographs take selfies fans premier league executive director bill bush wish comment possibility matches played behind closed doors came meeting london going comment things speculative said dcms later said meeting included discussions staging sporting events behind closed doors could work practice situation changed became necessary wales home six nations match scotland played planned cardiff weekend outside uk number events postponed including france v ireland game six nations set held paris saturday french sports minister roxana maracineanu also said country top flight football matches played behind closed doors maximum attendance 1 000 people 15 april indian wells tennis tournament united states another high profile postponement based upon current scientific advice government medical experts rationale close cancel sporting events things stand dcms said remain regular dialogue sports governing bodies broadcasters ensuring receipt date guidance health authorities dan roan bbc sports editor monday meeting led anna deignan dcms head sport ministers present number attendees wish remain anonymous said despite grave uncertainty sports industry facing mood remained calm measured little clarity offered officials asked government might order sport go behind closed doors seen increasing numbers countries according one person present message carry start ready one thing emerged one size fits solution may impractical attendees like premier league said desperate complete seasons preserve integrity competition others especially efl rugby football league expressed fears devastating financial impact sacrificing matchday revenue would involve made clear insurance policies would come nowhere near covering blow major events suggested might favour postponements insurance liability losses elephant room one really called one attendee told realistic halt income modest sized sports clubs expect recovery wholesale bailouts unlikely public health experts known concerned closing stadiums might mean fans gather pubs watch sport virus spreads way instead broadcasters asked go away work financial cost asked block feeds pubs idea asking satellite broadcasters make coverage free air people could watch home also raised meanwhile football association made clear football authorities would willing waive traditional tv blackout matches kicking 15 00 saturdays fans barred games
24,NFL players approve deal that adds an extra game to the regular season,https://www.bbc.co.uk/sport/american-football/51900478,new deal runs 2030 means play offs increased 12 14 teams 2020 season regular season increase 16 17 games per team 2021 nfl players voted 1 019 959 favour ratification changes also see big raises players earning minimum annual wage nfl also added benefits former players increased share revenue current players also changes drug policy including reduction penalties players test positive thc main psychoactive compound cannabis pleased players voted ratify proposed new cba nfl commissioner roger goodell said provide substantial benefits current retired players increase jobs ensure continued progress player safety give fans better football
25,Haaland - the teenager with more Champions League goals than Barcelona this season,https://www.bbc.co.uk/sport/football/51554031,erling braut haaland stats season ridiculous norwegian remarkable scoring form continued tuesday two goals gave dortmund 2 1 win paris st germain first leg champions league last 16 tie latest goals one tap second thumping strike 20 yards mean reached double figures champions league four games faster player competition history teenager reach double figures single season kylian mbappe opponent tuesday manage cristiano ronaldo manage even lionel messi manage fact striker scored goals champions league 2019 20 entire barcelona team first player dortmund history score first bundesliga match first match german cup first match champions league haaland competition top scorer season along bayern munich robert lewandowski getting carried away glad man match award feel like still lot better said play better level work hard improve result quite dangerous one psg strong team still go return leg since joining dortmund january 11 goals come 450 minutes football averaging goal every 41 minutes 11 players scored bundesliga goals haaland season even though made five appearances bundesliga player month award january despite playing less hour football month second goal french champions assisted fellow youngster giovanni reyna son former rangers sunderland manchester city midfielder claudio leeds born haaland son former leeds manchester city player alf inge haaland linked manchester united juventus last month joined dortmund red bull salzburg 20m euros 17 1m move haaland scored eight goals champions league group stage salzburg second highest tally competition point previously would allowed play two clubs competition one season uefa changed rules last season longer matters player already featured another club goal scorer 19 great talent said team mate axel witsel still huge room improvement road becoming truly great player
26,Ronaldinho arrested in Paraguay over fake passport claims,https://www.bbc.co.uk/news/world-latin-america-51778788,video content
